# frequency hf_real hf_imag
8.600000000000000000e+01 -1.919727214549095217e-24 -1.175489505335267362e-23
8.700000000000000000e+01 1.607021788853433631e-24 -1.263273444395665496e-23
8.800000000000000000e+01 3.369260190649346481e-24 -1.097260343941758783e-23
8.900000000000000000e+01 4.407417387780624233e-24 -1.241096573348384085e-23
9.000000000000000000e+01 3.279232809954623830e-24 -1.094211052553133049e-23
9.100000000000000000e+01 7.435021772548921836e-24 -1.098549736273149529e-23
9.200000000000000000e+01 7.459803191342482940e-24 -8.505585555135134766e-24
9.300000000000000000e+01 7.937512224532630316e-24 -7.904081657144565886e-24
9.400000000000000000e+01 7.915807481926029104e-24 -7.719397395249895271e-24
9.500000000000000000e+01 9.954876075790303288e-24 -6.383346614442980942e-24
9.600000000000000000e+01 1.061596322566430356e-23 -6.458763948816456164e-24
9.700000000000000000e+01 9.561138748333629701e-24 -4.497840359549390550e-24
9.800000000000000000e+01 1.038220953600789999e-23 -5.087299141420505009e-24
9.900000000000000000e+01 1.127029799325283898e-23 -3.049204033147826188e-24
1.000000000000000000e+02 8.555742657613302545e-24 -1.559950744947599769e-24
1.010000000000000000e+02 1.059615471132040989e-23 -1.795896539872553372e-24
1.020000000000000000e+02 8.477343879825744344e-24 1.099559517404168113e-25
1.030000000000000000e+02 9.278021867358018774e-24 1.353675634227352172e-24
1.040000000000000000e+02 1.041260738068356695e-23 1.336060569130806597e-24
1.050000000000000000e+02 9.494967899202664978e-24 4.815286359883556466e-24
1.060000000000000000e+02 8.877609157461169361e-24 2.908380944032179505e-24
1.070000000000000000e+02 8.566610931950199827e-24 3.982248135383761764e-24
1.080000000000000000e+02 9.237056425548007823e-24 3.244707180856292828e-24
1.090000000000000000e+02 8.600389082044098323e-24 7.305236805407178934e-24
1.100000000000000000e+02 6.600770287087696910e-24 7.280915778153663157e-24
1.110000000000000000e+02 7.106295964322949117e-24 4.595915367792867830e-24
1.120000000000000000e+02 5.777282369600490704e-24 7.591937712462149885e-24
1.130000000000000000e+02 7.998816767980370385e-24 7.441211590864996605e-24
1.140000000000000000e+02 4.307826984028608719e-24 8.732442672112495431e-24
1.150000000000000000e+02 4.105983201638002715e-24 6.250415821566037769e-24
1.160000000000000000e+02 3.445934552239471111e-24 7.159322216092880931e-24
1.170000000000000000e+02 2.731390885408106410e-24 7.712469308060112248e-24
1.180000000000000000e+02 2.672001860678486017e-24 9.338697919610850147e-24
1.190000000000000000e+02 2.179607447925204243e-24 9.220808340634978525e-24
1.200000000000000000e+02 -2.743042347516233166e-25 7.775357614004365146e-24
1.210000000000000000e+02 1.400280326787026851e-25 8.108177738418735022e-24
1.220000000000000000e+02 -1.176120561746813269e-24 8.479369106740085508e-24
1.230000000000000000e+02 7.285999227925571718e-25 8.980486388875999422e-24
1.240000000000000000e+02 1.358309887879568167e-24 1.037937267134578752e-23
1.250000000000000000e+02 -2.342123108756594716e-25 8.635962037099641805e-24
1.260000000000000000e+02 -1.761901328232060953e-24 8.518227944728282644e-24
1.270000000000000000e+02 -1.611226327895511125e-24 8.496851501489965936e-24
1.280000000000000000e+02 -2.919609762500406637e-24 7.858821630574556082e-24
1.290000000000000000e+02 -1.940698232628231760e-24 9.361428101661610312e-24
1.300000000000000000e+02 -3.330822973371782095e-24 8.095133591193454935e-24
1.310000000000000000e+02 -4.607921127053499585e-24 6.835646918125743637e-24
1.320000000000000000e+02 -5.861095988687831435e-24 6.863106213751434915e-24
1.330000000000000000e+02 -5.752178649254179052e-24 6.458220302743142346e-24
1.340000000000000000e+02 -5.173110401251036046e-24 7.689798836387654526e-24
1.350000000000000000e+02 -6.965287346385075310e-24 3.749082237301350388e-24
1.360000000000000000e+02 -6.289341434859782193e-24 6.287823665279159911e-24
1.370000000000000000e+02 -5.055325827377873146e-24 5.529869669754234556e-24
1.380000000000000000e+02 -6.551462194504466250e-24 4.293113375733872922e-24
1.390000000000000000e+02 -4.893354133281597858e-24 3.375137027582147004e-24
1.400000000000000000e+02 -5.600857197961290119e-24 3.709305178998336452e-24
1.410000000000000000e+02 -7.428438952051498154e-24 2.781130502198265392e-24
1.420000000000000000e+02 -8.597056580121445149e-24 3.771886774860310831e-24
1.430000000000000000e+02 -7.466015224128147773e-24 2.002699674928440793e-24
1.440000000000000000e+02 -7.979177343814115473e-24 5.821056569020610394e-24
1.450000000000000000e+02 -7.238798108347652058e-24 1.773025777917912633e-24
1.460000000000000000e+02 -6.118273965757633985e-24 7.931470493070597070e-25
1.470000000000000000e+02 -8.765091200254781577e-24 5.766708348366336700e-25
1.480000000000000000e+02 -8.083849718095400400e-24 2.950990260262332773e-25
1.490000000000000000e+02 -7.397388364021679943e-24 9.100352681553898636e-25
1.500000000000000000e+02 -6.616181876735959419e-24 7.496171019143447819e-25
1.510000000000000000e+02 -7.174719585995235700e-24 -6.604633822209172458e-27
1.520000000000000000e+02 -7.214650857620440210e-24 -1.313038180557917555e-24
1.530000000000000000e+02 -6.263982162414905720e-24 -1.155881993565481477e-24
1.540000000000000000e+02 -6.989411731219606895e-24 -7.880088176799739058e-25
1.550000000000000000e+02 -7.585372575063600668e-24 -9.932420995497993922e-26
1.560000000000000000e+02 -7.195650764006690966e-24 -2.813290641769295177e-24
1.570000000000000000e+02 -7.796337000991058942e-24 -1.563505508024350988e-24
1.580000000000000000e+02 -6.473233823621576496e-24 -2.590082784730940598e-24
1.590000000000000000e+02 -5.951893137498253963e-24 -3.685270836273891250e-24
1.600000000000000000e+02 -9.504990823421357826e-24 -3.852179488554853562e-24
1.610000000000000000e+02 -5.366933479149428002e-24 -1.661017767154202827e-24
1.620000000000000000e+02 -6.395347954871598698e-24 -3.269778830637434230e-24
1.630000000000000000e+02 -5.721149301982595397e-24 -4.705796504445850414e-24
1.640000000000000000e+02 -5.337794687422752204e-24 -4.512092554602379589e-24
1.650000000000000000e+02 -7.928884045423734094e-24 -4.379715886494325219e-24
1.660000000000000000e+02 -6.683796370971538502e-24 -4.813841876451461810e-24
1.670000000000000000e+02 -5.656495536588264441e-24 -5.875591798810598716e-24
1.680000000000000000e+02 -5.869822534815180238e-24 -6.099210183871471891e-24
1.690000000000000000e+02 -4.642158271186998989e-24 -4.712471939885030165e-24
1.700000000000000000e+02 -5.157911109687032733e-24 -5.880235165351639944e-24
1.710000000000000000e+02 -6.052668262779458840e-24 -6.615050015515666636e-24
1.720000000000000000e+02 -3.631076339143741100e-24 -4.931193341765407205e-24
1.730000000000000000e+02 -2.935364335310271645e-24 -7.187527723543900192e-24
1.740000000000000000e+02 -3.200499410413704749e-24 -5.992325063124700278e-24
1.750000000000000000e+02 -4.160577148920801624e-24 -6.495940022405485822e-24
1.760000000000000000e+02 -3.493703156966858908e-24 -5.916313231162068456e-24
1.770000000000000000e+02 -2.490698436988609655e-24 -6.057515840714770301e-24
1.780000000000000000e+02 -2.196475290982269988e-24 -8.057930025834773358e-24
1.790000000000000000e+02 -1.574849920991624192e-24 -5.705286807284692455e-24
1.800000000000000000e+02 -2.554010349735147994e-24 -6.680549553362750391e-24
1.810000000000000000e+02 -3.369213635579413396e-24 -6.736509685573745309e-24
1.820000000000000000e+02 -2.432649567004876975e-24 -4.478285064796842230e-24
1.830000000000000000e+02 -1.056566989859576120e-24 -7.218453974274344526e-24
1.840000000000000000e+02 -6.229165348796415548e-25 -6.854086946864177789e-24
1.850000000000000000e+02 9.993951027077424568e-25 -6.477305869119703768e-24
1.860000000000000000e+02 -7.434973996475101936e-25 -6.667464504803917708e-24
1.870000000000000000e+02 -3.946489656631187486e-25 -7.533536930450469111e-24
1.880000000000000000e+02 -5.631522614726768096e-25 -6.295734693869047022e-24
1.890000000000000000e+02 -5.535548388446031788e-25 -6.747134300505123749e-24
1.900000000000000000e+02 7.776497202071084336e-25 -8.429378178114937677e-24
1.910000000000000000e+02 5.930877793752642857e-25 -5.901778268180811756e-24
1.920000000000000000e+02 2.810257847622405207e-25 -7.283323590925980170e-24
1.930000000000000000e+02 -3.261828697958338343e-25 -5.794087354869083472e-24
1.940000000000000000e+02 7.726068283189084420e-25 -6.445633886471603358e-24
1.950000000000000000e+02 7.222439587889726325e-25 -5.540576836839482835e-24
1.960000000000000000e+02 2.455963421888885641e-24 -8.436475518952908945e-24
1.970000000000000000e+02 2.358920452321125563e-24 -6.936464298164869429e-24
1.980000000000000000e+02 7.057008245603664472e-25 -7.337550455013388964e-24
1.990000000000000000e+02 2.931838941592515552e-24 -6.786591080823912685e-24
2.000000000000000000e+02 1.484720666570150393e-24 -4.979384335861228380e-24
2.010000000000000000e+02 2.314699552942527884e-24 -6.588918435389959585e-24
2.020000000000000000e+02 3.479559344461389056e-24 -3.924578879360130748e-24
2.030000000000000000e+02 1.562821269550990063e-24 -6.981597872773445400e-24
2.040000000000000000e+02 2.825165771126391327e-24 -5.748179919282676016e-24
2.050000000000000000e+02 1.772725186902423311e-24 -5.126179522990010322e-24
2.060000000000000000e+02 1.163215437248322728e-24 -6.523867370171942317e-24
2.070000000000000000e+02 4.034524403527686901e-24 -5.483286485898681770e-24
2.080000000000000000e+02 3.277099867912714387e-24 -4.517096470880084091e-24
2.090000000000000000e+02 2.615274355622943163e-24 -4.127385415664761533e-24
2.100000000000000000e+02 2.029092460132856863e-24 -3.943883667388872526e-24
2.110000000000000000e+02 3.254217391676654751e-24 -4.122157681577308618e-24
2.120000000000000000e+02 4.994305082395297708e-24 -6.426293019324273715e-24
2.130000000000000000e+02 4.229421328563819026e-24 -4.039639167504222544e-24
2.140000000000000000e+02 3.612973315532090065e-24 -5.263815174309120360e-24
2.150000000000000000e+02 3.435003092504224212e-24 -5.440217876902618743e-24
2.160000000000000000e+02 4.255101713642903453e-24 -5.393804612807396748e-24
2.170000000000000000e+02 2.806999614576525582e-24 -5.050550620798060019e-24
2.180000000000000000e+02 5.585566917022138861e-24 -4.919451946079021132e-24
2.190000000000000000e+02 4.883566267054980116e-24 -6.353347644238646156e-24
2.200000000000000000e+02 5.603650134664897843e-24 -3.619449433574770666e-24
2.210000000000000000e+02 4.040067439247446928e-24 -2.938726524688807882e-24
2.220000000000000000e+02 5.427776586712686194e-24 -2.936922485553919708e-24
2.230000000000000000e+02 5.335955754254799840e-24 -3.261042023508548396e-24
2.240000000000000000e+02 3.328989714294532611e-24 -3.273131134901677191e-24
2.250000000000000000e+02 4.948931806482410688e-24 -3.660572820088309959e-24
2.260000000000000000e+02 5.154535877409909332e-24 -2.188312652042880790e-24
2.270000000000000000e+02 4.373810831924316857e-24 -3.068099623553572335e-24
2.280000000000000000e+02 4.616812070949548368e-24 -2.722713295769596171e-24
2.290000000000000000e+02 5.396901728780958530e-24 -3.913685686605057040e-24
2.300000000000000000e+02 4.991847709569277065e-24 -3.556045825335981770e-24
2.310000000000000000e+02 4.125179100589561986e-24 -4.112565031786500006e-24
2.320000000000000000e+02 5.638206217740405270e-24 -2.993817240013064036e-24
2.330000000000000000e+02 5.325639806912337060e-24 -2.330689998803139372e-24
2.340000000000000000e+02 5.367829453410850979e-24 -3.347043930258907409e-24
2.350000000000000000e+02 5.244436209000019049e-24 -1.085786972034577570e-24
2.360000000000000000e+02 5.589081483387604154e-24 -2.235932662233539703e-24
2.370000000000000000e+02 4.919168908243219527e-24 -3.575775105538131731e-24
2.380000000000000000e+02 4.393649786506375022e-24 -1.462817204070875206e-24
2.390000000000000000e+02 4.514023554030088453e-24 -3.035316321890876210e-24
2.400000000000000000e+02 6.236605736665432718e-24 -1.999063484152724348e-24
2.410000000000000000e+02 3.336434946390593238e-24 -2.220791597163202247e-24
2.420000000000000000e+02 5.714900473835753625e-24 -3.209286825193863256e-24
2.430000000000000000e+02 3.869905192885478403e-24 -2.182942434344556878e-24
2.440000000000000000e+02 3.710059242322497376e-24 -1.931669926887067932e-24
2.450000000000000000e+02 4.261778208967946563e-24 -2.234644202307962682e-24
2.460000000000000000e+02 4.946890183830475233e-24 -5.584308615113640372e-25
2.470000000000000000e+02 5.851175136118335502e-24 -1.699771843394108190e-24
2.480000000000000000e+02 3.576588238242585934e-24 1.086084140417856947e-25
2.490000000000000000e+02 6.691279594080811851e-24 -2.428671137895916076e-24
2.500000000000000000e+02 6.194118160371426179e-24 -2.096517418722233228e-24
2.510000000000000000e+02 4.963542393520276172e-24 -1.669190740651230717e-24
2.520000000000000000e+02 4.788465026223981223e-24 -1.163176245782820165e-24
2.530000000000000000e+02 4.140585756730255647e-24 -1.143432930020750794e-24
2.540000000000000000e+02 5.539481876848162393e-24 -2.607481630052039999e-26
2.550000000000000000e+02 5.019998251691540853e-24 -3.667438920785701427e-25
2.560000000000000000e+02 6.229240702509020520e-24 -2.672951569937602830e-24
2.570000000000000000e+02 4.236428016922871465e-24 -1.879993792445602457e-24
2.580000000000000000e+02 5.339063587023704995e-24 -4.443820247167823809e-25
2.590000000000000000e+02 4.748513051601819374e-24 -1.710517488503153224e-24
2.600000000000000000e+02 3.945004283409998439e-24 -1.260199493128114197e-24
2.610000000000000000e+02 6.449210675983860208e-24 -1.368152632383529990e-24
2.620000000000000000e+02 4.885807497003304018e-24 -1.445834901299656687e-24
2.630000000000000000e+02 5.145781178115363870e-24 -1.456949017742817513e-24
2.640000000000000000e+02 3.516167815088392106e-24 -8.658906897855908764e-25
2.650000000000000000e+02 3.776733077599800580e-24 -9.658815413806971631e-25
2.660000000000000000e+02 4.463952779515942317e-24 -2.215484314205747088e-24
2.670000000000000000e+02 3.776991286504127716e-24 6.089532487552970370e-25
2.680000000000000000e+02 4.813869743468202361e-24 -3.257120462637491766e-25
2.690000000000000000e+02 4.593144314340512234e-24 8.179956282295347859e-25
2.700000000000000000e+02 3.387329884329505253e-24 -1.830731188312337077e-24
2.710000000000000000e+02 4.223266189478805448e-24 3.989996814894395935e-25
2.720000000000000000e+02 3.974678643003197990e-24 -2.058314291217811590e-24
2.730000000000000000e+02 3.744259709378857341e-24 -1.239921543961343000e-24
2.740000000000000000e+02 2.752688739149851177e-24 -1.074066927162228830e-24
2.750000000000000000e+02 2.968328505282605086e-24 -2.011815774546269676e-24
2.760000000000000000e+02 3.865334020536357962e-24 5.956866030926042610e-25
2.770000000000000000e+02 4.536222610819098010e-24 3.637841795084309311e-25
2.780000000000000000e+02 2.611052856687188337e-24 -1.380765685804779430e-24
2.790000000000000000e+02 4.569881021492897589e-24 -1.151941193749068816e-24
2.800000000000000000e+02 3.528258948091869755e-24 -7.645075897341604531e-25
2.810000000000000000e+02 2.097075891758390884e-24 1.978526434702012021e-25
2.820000000000000000e+02 3.502887123190406567e-24 -1.612083396757835208e-24
2.830000000000000000e+02 3.948859101443210010e-24 -4.886876310906316408e-25
2.840000000000000000e+02 3.292258454213977129e-24 -1.277086324603233576e-24
2.850000000000000000e+02 5.129846130116906755e-24 -4.612203480342047136e-25
2.860000000000000000e+02 3.179585841343397297e-24 -1.740263256651350780e-24
2.870000000000000000e+02 3.647823558356555353e-24 -9.674580736519157393e-25
2.880000000000000000e+02 2.750748567236892070e-24 -6.006348697857592139e-25
2.890000000000000000e+02 3.579791971860622016e-24 -1.061250426055748730e-24
2.900000000000000000e+02 3.583809560877673219e-25 -1.277056115188571889e-24
2.910000000000000000e+02 1.719946965949246203e-24 -4.844515372585807404e-25
2.920000000000000000e+02 2.108370308246057299e-24 -1.467789422607430830e-24
2.930000000000000000e+02 2.847863470911645745e-24 7.601925461038040013e-25
2.940000000000000000e+02 2.484168031425472794e-24 -1.037684829719266153e-24
2.950000000000000000e+02 3.253144235579390768e-24 -1.613427257101897820e-24
2.960000000000000000e+02 2.506710269131920640e-24 -1.803253344007765833e-25
2.970000000000000000e+02 2.301569132292148250e-24 1.421596282924313336e-25
2.980000000000000000e+02 1.908363399328647898e-24 -1.596799414726782744e-24
2.990000000000000000e+02 2.134002858395791986e-24 4.901778849702210084e-25
3.000000000000000000e+02 2.694202956212824644e-24 -1.044741587512926067e-24
3.010000000000000000e+02 2.564876802216452641e-24 -2.525883799113262249e-24
3.020000000000000000e+02 2.622281749179037315e-24 -5.819636560759114088e-25
3.030000000000000000e+02 1.518959266252879343e-24 8.568451397919539960e-25
3.040000000000000000e+02 1.037588569131138954e-24 -7.270007055177231468e-25
3.050000000000000000e+02 1.191973825230098265e-24 3.511424289146167596e-25
3.060000000000000000e+02 1.906220348283373099e-24 -7.534925376193990469e-25
3.070000000000000000e+02 3.034639456396429317e-24 -7.608108108844696153e-25
3.080000000000000000e+02 1.701061085305322339e-24 9.277533761283891179e-25
3.090000000000000000e+02 1.881834679300383764e-24 -1.533585149088885858e-24
3.100000000000000000e+02 -1.716363610403428851e-25 -4.586728878089802939e-25
3.110000000000000000e+02 3.842032236040363126e-24 -9.894248318046757547e-25
3.120000000000000000e+02 2.557907661653873576e-25 8.351041368310042090e-25
3.130000000000000000e+02 2.946878035979661357e-24 -2.356649694700054340e-24
3.140000000000000000e+02 6.816386609570243869e-25 1.713185542675147876e-24
3.150000000000000000e+02 2.058067823694440813e-24 2.657890041197600082e-25
3.160000000000000000e+02 1.884645076758508796e-24 -3.340547827804635041e-25
3.170000000000000000e+02 1.142251951878942810e-24 -4.560493578333104437e-25
3.180000000000000000e+02 8.882685390033163636e-25 3.168450213724421158e-25
3.190000000000000000e+02 1.257580648657374842e-25 -2.188552793957249875e-25
3.200000000000000000e+02 9.218988703210427921e-25 -7.329739452299532725e-25
3.210000000000000000e+02 1.970490174110224997e-24 -1.292214263500549516e-24
3.220000000000000000e+02 1.253541479064651080e-24 -1.392823373834361636e-24
3.230000000000000000e+02 4.325931729922005655e-26 8.457713638969251853e-25
3.240000000000000000e+02 1.927792088436146339e-24 -7.242545010696996348e-25
3.250000000000000000e+02 -3.191773086871983686e-25 -3.633075685770627908e-25
3.260000000000000000e+02 9.784640548974338909e-25 -5.965640691671895849e-25
3.270000000000000000e+02 -8.385492740346269369e-26 1.033828732471148808e-24
3.280000000000000000e+02 -9.540888399967690794e-27 7.595915892944167107e-25
3.290000000000000000e+02 1.713704443267247981e-24 -3.833258207853183357e-25
3.300000000000000000e+02 2.385508446192743329e-25 -3.853861166122022047e-25
3.310000000000000000e+02 -7.755144824667007476e-25 2.091702863972524008e-25
3.320000000000000000e+02 1.182225931829428584e-25 -1.175600907989219293e-24
3.330000000000000000e+02 1.313223343182966649e-24 1.891917162937795486e-25
3.340000000000000000e+02 -1.069831237034352419e-25 -3.937597285969078892e-25
3.350000000000000000e+02 1.700672057237858937e-24 2.052949607109089696e-25
3.360000000000000000e+02 1.485688904590486862e-24 5.031369855013275486e-26
3.370000000000000000e+02 5.854511297645225462e-25 -7.740093950266268780e-25
3.380000000000000000e+02 1.602277401833105272e-24 1.579989977020681541e-24
3.390000000000000000e+02 2.232947703494658016e-24 -6.213804187832219960e-25
3.400000000000000000e+02 -1.409103148649895691e-24 8.156914315516411784e-25
3.410000000000000000e+02 1.532487879325447743e-24 1.477581882427607780e-25
3.420000000000000000e+02 9.997723635145954440e-25 -1.066858547660580738e-24
3.430000000000000000e+02 1.042537308219497865e-25 9.203598810378341728e-25
3.440000000000000000e+02 1.019669839369229759e-24 5.051792406513892975e-25
3.450000000000000000e+02 7.522920280024265514e-25 -2.529903061063505564e-25
3.460000000000000000e+02 -1.804293252161698598e-25 5.452829671782897672e-25
3.470000000000000000e+02 1.753984565079373007e-24 1.299789258653212917e-24
3.480000000000000000e+02 4.678372966464525306e-25 5.072098387537394472e-26
3.490000000000000000e+02 1.444618627290524632e-24 1.636947522225474179e-24
3.500000000000000000e+02 7.729336306793794886e-26 1.044044673077683015e-24
3.510000000000000000e+02 -1.248557655074368941e-24 2.296745459164164096e-25
3.520000000000000000e+02 5.167850259708180624e-25 -1.529795709978326615e-24
3.530000000000000000e+02 5.165537870425370656e-26 -1.936806931665985523e-24
3.540000000000000000e+02 -9.296618100583081085e-25 1.309723576940568106e-25
3.550000000000000000e+02 -1.348548926515810251e-24 -1.322611595881903376e-25
3.560000000000000000e+02 8.255843852254305761e-25 5.737416229043507690e-25
3.570000000000000000e+02 1.434362430682571624e-24 -9.282787428231315208e-25
3.580000000000000000e+02 1.546121788551341765e-24 2.779817920855824278e-24
3.590000000000000000e+02 7.197470666087182502e-25 -9.667931437914336639e-25
3.600000000000000000e+02 2.087545269597124960e-25 3.129158098813463084e-25
3.610000000000000000e+02 3.759371329674444456e-25 2.088379172146340410e-25
3.620000000000000000e+02 2.306770604717789832e-25 -2.525606898835638314e-25
3.630000000000000000e+02 9.340955612097679391e-25 7.232333514986244939e-25
3.640000000000000000e+02 -2.950877416924019961e-25 -6.997296520811912440e-25
3.650000000000000000e+02 -1.031830541307271097e-24 -7.438007123788634035e-25
3.660000000000000000e+02 -4.967618114220887681e-26 4.013881872570786502e-25
3.670000000000000000e+02 3.390692271902620996e-25 1.785641140565654574e-24
3.680000000000000000e+02 -9.728085587355737181e-26 1.472432062259370403e-24
3.690000000000000000e+02 1.634956931896560926e-25 1.353550293751824469e-24
3.700000000000000000e+02 2.225138825157545614e-24 2.188922048586153791e-24
3.710000000000000000e+02 9.680932924598062723e-25 2.386354233805362246e-25
3.720000000000000000e+02 -1.197544861049149806e-24 -1.575887250080097281e-24
3.730000000000000000e+02 7.381977511301448393e-25 1.238017672195218257e-24
3.740000000000000000e+02 -1.960655308303622507e-24 1.258711530369504990e-24
3.750000000000000000e+02 6.954497456708519751e-25 7.928825550903719597e-25
3.760000000000000000e+02 5.559059423640278295e-25 7.173502270639697661e-25
